id,sent0,sent1,gold
train_09331,usually there are many stores in malls,usually there are many elephants in malls,1
train_09332,milk is from milkers' body,milk is from cows' body,0
train_09333,Chicago is the name of a city,Chicago is the GDP of a city,1
train_09334,you can set cheese to catch the mouse,you can set a mouse trap to catch the mouse,0
train_09335,I put my clothes in a closet,I put my clothes in a shoebox,1
train_09336,this car is too cheap for Tom to buy it,this car is too expensive for Tom to buy it,0
train_09337,people can pick lemons off from trees,people can pick watermelons off from trees,1
train_09338,the color of the banana is banana,the color of the orange is orange,0
train_09339,this plate looks very good,this plate tastes very good,1
train_09340,I'm afraid to take flight so the plane may crash,I'm afraid to take flight because the plane may crash,0
train_09341,a farm may grow a crop of fruit and vegetables,a farm may grow a crop of cows and sheep,1
train_09342,"if you want to have lunch, you must choose a restaurant","if you want to have lunch, you can choose a restaurant",0
train_09343,most people use legs to walk,most people use arms to walk,1
train_09344,silk is a common material for wedding rings,silk is a common material for wedding gowns,0
train_09345,he likes sitting in a boat and floating on the lake,he likes sitting in a boat and floating on the desert,1
train_09346,"if you want to travel, you should have a talk with a pilot","if you want to travel, you should have a talk with a travel agent",0
train_09347,you can jump out of a window if the window is open,you can jump out of a window if the window is closed,1
train_09348,you need to have a dream first then you can awake,you need to be asleep first then you can awake,0
train_09349,a thief stole my wallet,a thief stole my finger,1
train_09350,Tom caught a big tiger in the sea,Tom caught a big fish in the sea,0
train_09351,I'm dirty now so I need to take a shower,I'm dirty now so I need to have lunch,1
train_09352,I can hear the light from the moon at night,I can see the light from the moon at night,0
train_09353,he is kind to others so he has many friends,he is rude to others so he has many friends,1
train_09354,they put out a fire successfully with kerosene,they put out a fire successfully with water,0
train_09355,I often watch movies with my girlfriend at the cinema,I often watch movies with my girlfriend in the gallery,1
train_09356,the waiter serves me coffee on the same plate every morning,the waiter serves me coffee in the same cup every morning,0
train_09357,the car broke down so I lifted the hood to check it,the car broke down so I lifted the window to check it,1
train_09358,smelling an apple every day can be good for your health,eating an apple every day can be good for your health,0
train_09359,we use windows to let the light shine into the house,we use walls to let the light shine into the house,1
train_09360,we can learn what will happen in the future by reading diary,we can learn what happened in the past by reading diary,0
train_09361,I parked my car in the garage,I parked my car on the highway,1
train_09362,I learned to play basketball to enjoy music,I learned to play the piano to enjoy music,0
train_09363,confidence is often a remarkable character of the speaker,microphone is often a remarkable character of the speaker,1
train_09364,people often sleep with their shoes on,people often sleep with their pajamas on,0
train_09365,humans can fly with planes,humans can fly with wings,1
train_09366,laziness is one of the reasons people travel,curiosity is one of the reasons people travel,0
train_09367,two people who love each other will kiss,two people who hate each other will kiss,1
train_09368,a first class airline seat is for fat people,a first class airline seat is for rich people,0
train_09369,Alice was late three times this week and the boss was very angry for it,Alice was late three times this week and the boss was very happy for it,1
train_09370,he swims in his own bathtub every day,he swims in his own swimming pool every day,0
train_09371,the telephone is one of the most important inventions in human history,the telephone is one of the most important invitations in human history,1
train_09372,I poured kerosene on top of the cereal as my breakfast,I poured milk on top of the cereal as my breakfast,0
train_09373,he is a pitiful person because he has no home,he is a pitiful person because he has no debit,1
train_09374,the food tastes very bad and I enjoy it very much,the food tastes very good and I enjoy it very much,0
train_09375,the bar is a good place to have fun,the bar is a good place to prepare for the exam,1
train_09376,"if you don't know how to cook it, you can follow a menu","if you don't know how to cook it, you can follow a recipe",0
